arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
24.0,4.073,262144,386776.24341859465
24.0,4.639,32768,1701921.7295040332
24.0,5.649,4096,3076262.6977555086
24.0,7.918,512,5802819.466027527
24.0,16.772,64,10148260.853600679
