arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,95695.76735676453
36.0,4.639,32768,194599.63612247584
36.0,5.649,4096,52191.706563399515
36.0,7.918,512,53563.409180148345
36.0,16.772,64,37768.847520145486
