arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
22.0,4.073,262144,843041.8591220723
22.0,4.639,32768,2538528.307814392
22.0,5.649,4096,4468773.57172021
22.0,7.918,512,7991912.322065476
22.0,16.772,64,13666355.106734276
