arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
40.0,4.073,262144,90452.69028061023
40.0,4.639,32768,65948.23624631671
40.0,5.649,4096,77107.41964947342
40.0,7.918,512,27475.193393313904
40.0,16.772,64,18414.15754249974
