arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
32.0,4.073,262144,795217.0655613472
32.0,4.639,32768,365702.1228117223
32.0,5.649,4096,187145.5346568547
32.0,7.918,512,128807.53741144188
32.0,16.772,64,279843.56845030404
