arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,565451.0479590608
20.0,4.639,32768,834575.1945229381
20.0,5.649,4096,1651984.4917631643
20.0,7.918,512,3157065.9161290885
20.0,16.772,64,5785214.805545599
