arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
22.0,4.073,262144,1479174.035909906
22.0,4.639,32768,2477643.8659145506
22.0,5.649,4096,3496862.1405321374
22.0,7.918,512,8003163.7198729105
22.0,16.772,64,13789028.11938267
