arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
26.0,4.073,262144,831368.8750674997
26.0,4.639,32768,1095056.1953534621
26.0,5.649,4096,2419721.9382505505
26.0,7.918,512,4544959.020526698
26.0,16.772,64,6867459.409986418
