arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
32.0,4.073,262144,150425.46552362735
32.0,4.639,32768,201269.92007003928
32.0,5.649,4096,369687.8965289505
32.0,7.918,512,186449.81978805986
32.0,16.772,64,254720.43332249575
