arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
24.0,4.073,262144,637717.0601810806
24.0,4.639,32768,1331807.845933489
24.0,5.649,4096,2955748.0177132827
24.0,7.918,512,6033855.217360208
24.0,16.772,64,9832245.107323555
