arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,567500.5876437486
20.0,4.639,32768,1012595.756956842
20.0,5.649,4096,1687983.6537354265
20.0,7.918,512,3060631.1667053252
20.0,16.772,64,5926126.812434661
