arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
34.0,4.073,262144,174880.60899653798
34.0,4.639,32768,183952.64845878136
34.0,5.649,4096,124032.54004494143
34.0,7.918,512,58101.62197391739
34.0,16.772,64,51602.856122505465
