arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,100517.48956773643
40.0,4.639,32768,134467.99027649665
40.0,5.649,4096,32387.97747621793
40.0,7.918,512,21147.451737738993
40.0,16.772,64,15691.712302996126
