arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
28.0,4.073,262144,467873.1412434358
28.0,4.639,32768,505235.37007220706
28.0,5.649,4096,2279511.1211656765
28.0,7.918,512,2683047.601219926
28.0,16.772,64,3838275.3284191326
