arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
40.0,4.073,262144,78411.4959173717
40.0,4.639,32768,272571.2905938555
40.0,5.649,4096,65283.21995735198
40.0,7.918,512,30984.1998605741
40.0,16.772,64,20190.811078309856
