arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
40.0,4.073,262144,200765.56281394477
40.0,4.639,32768,122427.55289966389
40.0,5.649,4096,45864.841665484906
40.0,7.918,512,29625.10794917041
40.0,16.772,64,17215.300404001086
