arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,188131.93319317166
30.0,4.639,32768,126320.20813393239
30.0,5.649,4096,695134.7381004635
30.0,7.918,512,635183.3463418259
30.0,16.772,64,707655.1809405482
