arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,126162.16239031416
24.0,4.639,32768,647806.0220050444
24.0,5.649,4096,1192954.381920365
24.0,7.918,512,1871934.4072592393
24.0,16.772,64,3745734.5653226683
