arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
30.0,4.073,262144,378877.20226347743
30.0,4.639,32768,813988.9592605049
30.0,5.649,4096,236684.8613578824
30.0,7.918,512,1629971.088374576
30.0,16.772,64,1342359.6380914468
