arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
24.0,4.073,262144,326690.1947288899
24.0,4.639,32768,1463651.7510558993
24.0,5.649,4096,3265534.324935048
24.0,7.918,512,5532058.416423854
24.0,16.772,64,10023044.272762094
