arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,46538.27235727601
34.0,4.639,32768,124901.69004060754
34.0,5.649,4096,84871.96663798948
34.0,7.918,512,47972.65327246347
34.0,16.772,64,31107.527899207933
