arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
32.0,4.073,262144,983421.9153806773
32.0,4.639,32768,194335.44655569142
32.0,5.649,4096,265214.6396732277
32.0,7.918,512,148108.97269240645
32.0,16.772,64,160362.10558607665
