arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
32.0,4.073,262144,222780.2281419965
32.0,4.639,32768,253995.67324858115
32.0,5.649,4096,100146.51091276221
32.0,7.918,512,222329.34454542882
32.0,16.772,64,210371.30639894787
