arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,223955.84075660986
32.0,4.639,32768,42149.19502196928
32.0,5.649,4096,85865.00248646126
32.0,7.918,512,197712.2255476378
32.0,16.772,64,86671.71601508764
