arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,425962.1667495835
24.0,4.639,32768,790793.9229072261
24.0,5.649,4096,1401708.334916362
24.0,7.918,512,2104003.718119576
24.0,16.772,64,3405371.499248797
