arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
26.0,4.073,262144,434322.4439986955
26.0,4.639,32768,601156.3725953506
26.0,5.649,4096,2169728.9783394607
26.0,7.918,512,4800379.915104741
26.0,16.772,64,7269933.516713134
