arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
36.0,4.073,262144,411370.840388572
36.0,4.639,32768,92707.74894257761
36.0,5.649,4096,77158.60651281878
36.0,7.918,512,49520.815280041585
36.0,16.772,64,33411.385888645804
