arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
38.0,4.073,262144,240463.84734300498
38.0,4.639,32768,107325.51444088214
38.0,5.649,4096,58555.805408174514
38.0,7.918,512,35510.24014280951
38.0,16.772,64,23127.930949395366
