arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
34.0,4.073,262144,152465.50213408933
34.0,4.639,32768,205605.20356985132
34.0,5.649,4096,93254.72724210822
34.0,7.918,512,73208.03318625627
34.0,16.772,64,56915.78195017618
