arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
22.0,4.073,262144,1255848.2793012857
22.0,4.639,32768,2399541.163002419
22.0,5.649,4096,3496671.3624953376
22.0,7.918,512,7293551.864696377
22.0,16.772,64,13439772.842867881
