arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,101661.19383520931
36.0,4.639,32768,76995.96367992286
36.0,5.649,4096,39305.67699455131
36.0,7.918,512,34014.674744880336
36.0,16.772,64,19686.75034128284
