arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,351250.75111378764
32.0,4.639,32768,112597.03209676532
32.0,5.649,4096,109062.83991809492
32.0,7.918,512,85755.27745859143
32.0,16.772,64,360781.1394793248
