arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,325979.8886403884
24.0,4.639,32768,449089.8150593041
24.0,5.649,4096,1152657.072546731
24.0,7.918,512,2067972.8177824293
24.0,16.772,64,3579856.221543681
