arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,426184.7713433693
24.0,4.639,32768,506583.7119045578
24.0,5.649,4096,1224235.5737279488
24.0,7.918,512,2143779.324199438
24.0,16.772,64,3489237.8112304127
