arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
36.0,4.073,262144,192138.81471477853
36.0,4.639,32768,155390.1817812181
36.0,5.649,4096,84375.8025028503
36.0,7.918,512,60247.873530938836
36.0,16.772,64,34865.28779459593
