arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
26.0,4.073,262144,590710.1880313222
26.0,4.639,32768,887231.1310723942
26.0,5.649,4096,2345444.694339647
26.0,7.918,512,4165092.3104340676
26.0,16.772,64,7166258.69867576
