arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
36.0,4.073,262144,183240.6550250244
36.0,4.639,32768,127098.04017765184
36.0,5.649,4096,81850.39174616088
36.0,7.918,512,48641.390800428395
36.0,16.772,64,29777.06137280843
