arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,589937.4087502842
20.0,4.639,32768,1231173.1744998344
20.0,5.649,4096,1679656.4130360114
20.0,7.918,512,3133777.472950656
20.0,16.772,64,5724685.0682171155
