arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,336220.18362079334
22.0,4.639,32768,603925.139907257
22.0,5.649,4096,1276661.7824083245
22.0,7.918,512,2612899.495730557
22.0,16.772,64,4686904.969949786
