arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
36.0,4.073,262144,217511.53726181976
36.0,4.639,32768,139220.9289007942
36.0,5.649,4096,114600.33105100525
36.0,7.918,512,43316.59284846859
36.0,16.772,64,29916.365103401182
