arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
20.0,4.073,262144,1747994.2604299362
20.0,4.639,32768,2778842.694661754
20.0,5.649,4096,5504183.099911829
20.0,7.918,512,9452233.751152316
20.0,16.772,64,16335662.39845232
