arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,168492.56756011525
28.0,4.639,32768,469407.9734633829
28.0,5.649,4096,554259.7463482262
28.0,7.918,512,1013010.517779554
28.0,16.772,64,1305850.5521302964
