arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,176324.30472286002
26.0,4.639,32768,324687.37815628125
26.0,5.649,4096,1001275.2288741593
26.0,7.918,512,1628991.7241115745
26.0,16.772,64,2668596.945091184
