arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
34.0,4.073,262144,403337.51808504004
34.0,4.639,32768,257498.91609286435
34.0,5.649,4096,167903.83070376923
34.0,7.918,512,52614.460806892246
34.0,16.772,64,62605.8359100811
