arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
40.0,4.073,262144,149919.77323555422
40.0,4.639,32768,233249.5135579065
40.0,5.649,4096,64802.81608850035
40.0,7.918,512,36520.65330740949
40.0,16.772,64,20456.81194614645
