arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
30.0,4.073,262144,275401.30963559344
30.0,4.639,32768,654501.1994817122
30.0,5.649,4096,547412.6395946663
30.0,7.918,512,564582.1211046273
30.0,16.772,64,1671317.0110263343
