arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,47712.460668047715
32.0,4.639,32768,69228.34179005012
32.0,5.649,4096,110799.07982018623
32.0,7.918,512,58736.23091414702
32.0,16.772,64,116366.6156292259
