arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
24.0,4.073,262144,1353294.9233729504
24.0,4.639,32768,1623075.9063980957
24.0,5.649,4096,3146070.163062801
24.0,7.918,512,5366935.3637795
24.0,16.772,64,10387744.47733838
