arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
30.0,4.073,262144,213815.19317625678
30.0,4.639,32768,605160.6422818655
30.0,5.649,4096,512885.63180693606
30.0,7.918,512,1562976.5466084257
30.0,16.772,64,2048995.992460698
