arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm
20,0.6012289475795024,1.6574106251303364,1.0828194342444746,0.8222458317941959,0.8723523876753089,1.0252923315517497,1.5306435890548793,,,,,
22,0.7912357469516421,1.703318530095023,1.0,1.039564925319153,1.1651832182131223,1.0460437523107555,1.703318530095023,,,,,
24,0.602794107572007,1.328172640018518,1.0,0.709485488601241,1.1238251322473156,0.7896778273188465,1.328172640018518,,,,,
26,0.2363094046600408,1.284750555291754,0.9811691182569148,0.5723650679126407,0.6882208081507097,0.8076222540805894,1.3094078598541337,,,,,
28,0.3396522715882592,1.8391876979728192,1.0,1.297726298404725,1.1215542583812848,1.3329080327954912,1.8391876979728192,,,,,
30,0.6452644469099188,2.3900712620046116,0.999991827330432,1.1356903144118842,1.0871325562228469,1.6409774886125787,2.3900907954269197,,,,,
32,0.3761915094478029,1.0016366102856682,0.9945892362371852,0.6239740309194398,1.128234407913905,0.650367185226422,1.007085713168529,,,,,
34,0.2177842554943112,1.287963392595298,0.9233555098282868,0.7334686854256378,1.107311247598209,0.8839312237393352,1.3948726995031588,,,,,
36,0.2987566196471472,1.5890245834478174,0.9991788530082012,1.0547953926046931,0.5269115847161205,1.1052835581443352,1.5903304785362338,,,,,
38,0.414845152373178,1.0493687206114906,1.0192762989140367,0.6132605764918165,1.092943746848226,0.6690789640525145,1.029523321330551,,,,,
40,0.17551830708953006,1.6064440078021205,0.9679481076824801,0.8466244451413641,1.1548178069308257,0.8384725794340393,1.6596385643527585,,,,,
