arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio
20,0.6033544076401616,1.6632698907262615,1.0593043983023205,0.8251526290842431,0.8754363212854407,1.0289169373029974,1.5701529167554469
22,0.7911149762213427,1.7030585430764833,1.4146536047641831,1.039406250719695,1.1650053697921705,1.0458840888117564,1.2038696521473722
24,0.609100239660764,1.3420673214684844,0.942814147247296,0.7169077728438608,1.135582031725252,0.7979390439168214,1.4234696471058217
26,0.2350891679765108,1.2781164572582548,0.943158699981047,0.569409532337394,0.6846670254407822,0.8034519151883136,1.355144640328228
28,0.3313601988428317,1.794286840655505,1.0,1.2660443643499126,1.0941732859091926,1.300367192367068,1.794286840655505
30,0.638219645049234,2.3639771876225937,2.063755865902231,1.1232911914190635,1.0752635721318036,1.6230617932407343,1.1454732735982374
32,0.3842689813788212,1.0231434529481698,0.889535672728468,0.6373718152762275,1.1524595207425032,0.6643316755234863,1.150199462838727
34,0.2180837930345368,1.2897348401484876,0.998805674853907,0.7344774884052943,1.1088342286172772,0.8851469708735188,1.2912770447936577
36,0.2935182143572379,1.56116259065395,1.069301741080341,1.036300586461424,0.5176727051359747,1.0859034913706809,1.459983212106875
38,0.4168407653849696,1.0544167098697468,0.9548194780421844,0.6162106670956595,1.0982013538128717,0.672297569064387,1.1043100126442564
40,0.14873513619931256,1.3613090979457763,0.9708425817361532,0.7174340058643359,0.9785986809434857,0.7105260720062513,1.4021934385195112
