frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,487472.306325,341451.000000,0.000000
4,182309.001541,80186.000000,0.000000
8,260944.604757,186939.000000,0.000000
16,170166.071392,86810.000000,0.000000
32,100636.798339,59690.000000,0.000000
64,180523.801010,134361.000000,0.000000
128,175765.834154,101212.000000,0.000000
256,198864.664518,70918.000000,0.000000
512,206464.644453,80371.000000,0.000000
1024,252653.780773,181441.000000,0.000000
2048,185315.928824,89914.000000,0.000000
4096,723813.156207,253354.000000,0.000000
8192,508487.117849,195404.000000,0.000000
16384,292397.770563,91767.000000,0.000000
32768,546193.474182,188814.000000,0.000000
65536,133911.543771,39081.000000,0.000000
