frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,248829.633892,133314.000000,0.000000
4,787982.826261,285622.000000,0.000000
8,410167.438199,140721.000000,0.000000
16,846880.987896,301994.000000,0.000000
32,463207.218701,225481.000000,0.000000
64,244963.303709,95712.000000,0.000000
128,751675.481415,287985.000000,0.000000
256,440032.748819,138625.000000,0.000000
512,507969.186673,162946.000000,0.000000
1024,638842.698558,188615.000000,0.000000
2048,963219.831329,274104.000000,0.000000
4096,802684.052567,278452.000000,0.000000
8192,368787.418545,139408.000000,0.000000
16384,1143723.722262,240346.000000,0.000000
32768,287071.857480,139906.000000,0.000000
65536,443280.391610,101710.000000,0.000000
