frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,472353.821382,162763.000000,0.000000
4,307350.462907,115643.000000,0.000000
8,337576.680711,196456.000000,0.000000
16,508788.514934,196938.000000,0.000000
32,586179.722335,260212.000000,0.000000
64,445695.155174,186972.000000,0.000000
128,619938.818119,288543.000000,0.000000
256,827125.389600,255904.000000,0.000000
512,730737.381255,271074.000000,0.000000
1024,388133.887848,196107.000000,0.000000
2048,463966.249544,217782.000000,0.000000
4096,1104959.838983,246112.000000,0.000000
8192,216562.286045,53654.000000,0.000000
16384,512937.720700,120385.000000,0.000000
32768,468325.473182,122619.000000,0.000000
65536,1103075.616164,200559.000000,0.000000
