frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,702812.687392,185967.000000,0.000000
4,584963.064980,208090.000000,0.000000
8,747760.028258,223720.000000,0.000000
16,460936.057184,122529.000000,0.000000
32,738533.025383,256829.000000,0.000000
64,848304.989410,227589.000000,0.000000
128,678891.852574,201148.000000,0.000000
256,926949.490319,280871.000000,0.000000
512,727999.862376,276943.000000,0.000000
1024,517528.609431,175223.000000,0.000000
2048,346813.741021,58845.000000,0.000000
4096,1777767.742591,286431.000000,0.000000
8192,469618.432080,124026.000000,0.000000
16384,1563768.718156,211076.000000,0.000000
32768,730235.120593,106954.000000,0.000000
65536,1091260.557848,268562.000000,0.000000
