frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,148420.101263,59004.000000,0.000000
4,257803.404293,140641.000000,0.000000
8,88625.147622,36745.000000,0.000000
16,364779.758142,238075.000000,0.000000
32,206267.078299,146308.000000,0.000000
64,326233.861792,123271.000000,0.000000
128,189197.536382,89054.000000,0.000000
256,176042.842777,113857.000000,0.000000
512,225579.355620,135962.000000,0.000000
1024,184089.631253,123919.000000,0.000000
2048,368622.983425,118952.000000,0.000000
4096,250577.845812,106129.000000,0.000000
8192,136158.114194,41354.000000,0.000000
16384,176161.138961,61721.000000,0.000000
32768,385460.849785,211524.000000,0.000000
65536,822863.058672,229414.000000,0.000000
