frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,300802.222477,180414.000000,0.000000
4,394946.982185,224116.000000,0.000000
8,178598.741048,116138.000000,0.000000
16,447435.984301,260328.000000,0.000000
32,293420.187041,191226.000000,0.000000
64,509650.410677,276546.000000,0.000000
128,359431.670081,148953.000000,0.000000
256,269711.922076,114366.000000,0.000000
512,166707.963820,63893.000000,0.000000
1024,258141.740840,133465.000000,0.000000
2048,346304.413649,180493.000000,0.000000
4096,275223.750866,148269.000000,0.000000
8192,609662.977616,291669.000000,0.000000
16384,451635.350119,134382.000000,0.000000
32768,338748.288062,123168.000000,0.000000
65536,386870.097380,108928.000000,0.000000
