frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,168057.617435,80004.000000,0.000000
4,237646.898351,166884.000000,0.000000
8,235007.744806,102340.000000,0.000000
16,655327.840677,230917.000000,0.000000
32,369268.459017,114220.000000,0.000000
64,359896.164946,198219.000000,0.000000
128,215354.994679,86170.000000,0.000000
256,623050.864226,180125.000000,0.000000
512,503058.225407,263502.000000,0.000000
1024,321008.760109,92578.000000,0.000000
2048,824847.432104,221389.000000,0.000000
4096,528588.320286,264247.000000,0.000000
8192,587123.412439,200959.000000,0.000000
16384,311506.456062,146543.000000,0.000000
32768,830581.258694,172096.000000,0.000000
65536,967053.518310,235476.000000,0.000000
