frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,421142.955269,311083.000000,0.000000
4,244060.529599,121930.000000,0.000000
8,120644.351161,83329.000000,0.000000
16,351180.168530,242168.000000,0.000000
32,444164.137079,261393.000000,0.000000
64,193196.190599,172056.000000,0.000000
128,280760.156155,159728.000000,0.000000
256,437830.268380,259841.000000,0.000000
512,582598.860927,319054.000000,0.000000
1024,262049.831668,164123.000000,0.000000
2048,376320.344744,131695.000000,0.000000
4096,529252.261923,260686.000000,0.000000
8192,162672.618267,63691.000000,0.000000
16384,350853.888429,176205.000000,0.000000
32768,462092.351390,173441.000000,0.000000
65536,281694.703995,157026.000000,0.000000
