frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,471285.381615,129102.000000,0.000000
4,413893.409310,176010.000000,0.000000
8,630460.574397,179638.000000,0.000000
16,774157.303039,249592.000000,0.000000
32,1128105.608579,295435.000000,0.000000
64,501368.247543,163106.000000,0.000000
128,851320.325005,191105.000000,0.000000
256,537275.404527,185067.000000,0.000000
512,1259845.672556,296548.000000,0.000000
1024,960478.107609,168618.000000,0.000000
2048,786295.217376,165158.000000,0.000000
4096,2163726.039197,301842.000000,0.000000
8192,663396.429246,213645.000000,0.000000
16384,1224059.734103,263511.000000,0.000000
32768,878590.796945,118446.000000,0.000000
65536,5057338.480630,252244.000000,0.000000
