frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,430076.125637,139586.000000,0.000000
4,349436.246783,113356.000000,0.000000
8,165237.046824,69747.000000,0.000000
16,221857.316404,71972.000000,0.000000
32,381396.725055,97870.000000,0.000000
64,381335.406801,187513.000000,0.000000
128,697706.168794,198777.000000,0.000000
256,302339.370916,99817.000000,0.000000
512,406815.758476,212944.000000,0.000000
1024,385900.963243,248312.000000,0.000000
2048,212740.062104,57947.000000,0.000000
4096,316948.992734,72239.000000,0.000000
8192,309401.759990,99711.000000,0.000000
16384,1162021.912579,224917.000000,0.000000
32768,1727531.524884,221123.000000,0.000000
65536,494397.374737,253353.000000,0.000000
