frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,285152.489775,246382.000000,0.000000
4,217671.535613,115835.000000,0.000000
8,66271.728761,20849.000000,0.000000
16,368889.543213,358131.000000,0.000000
32,714463.863385,278710.000000,0.000000
64,233186.569774,118487.000000,0.000000
128,428053.575803,301927.000000,0.000000
256,162613.732649,89863.000000,0.000000
512,252046.032958,146056.000000,0.000000
1024,471869.508103,268238.000000,0.000000
2048,404846.322030,293384.000000,0.000000
4096,273706.793385,152214.000000,0.000000
8192,267066.270495,104240.000000,0.000000
16384,587418.721289,310163.000000,0.000000
32768,134066.901590,32627.000000,0.000000
65536,522934.578160,269510.000000,0.000000
