frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,149448.876326,60215.000000,0.000000
4,379303.848739,205667.000000,0.000000
8,736767.136146,346708.000000,0.000000
16,181387.387922,68828.000000,0.000000
32,338535.530605,203389.000000,0.000000
64,191676.511915,150166.000000,0.000000
128,297346.051667,154259.000000,0.000000
256,178774.270277,124698.000000,0.000000
512,163984.975906,71649.000000,0.000000
1024,560165.670707,244798.000000,0.000000
2048,77073.507660,21414.000000,0.000000
4096,569997.850080,254185.000000,0.000000
8192,152567.484082,41784.000000,0.000000
16384,373515.592179,166879.000000,0.000000
32768,470326.865898,134158.000000,0.000000
65536,1129437.839366,264963.000000,0.000000
