frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,88016.151512,53475.000000,0.000000
4,410611.597474,258931.000000,0.000000
8,172520.895682,118795.000000,0.000000
16,182397.300575,74100.000000,0.000000
32,290123.384514,142207.000000,0.000000
64,202962.010509,94725.000000,0.000000
128,406816.074508,176172.000000,0.000000
256,392657.004981,251422.000000,0.000000
512,471181.790576,274707.000000,0.000000
1024,628760.751041,216024.000000,0.000000
2048,821874.732099,257699.000000,0.000000
4096,304507.061350,91918.000000,0.000000
8192,830908.711223,263573.000000,0.000000
16384,1042182.275321,265633.000000,0.000000
32768,310046.615942,115023.000000,0.000000
65536,1065343.099653,147954.000000,0.000000
